,id,title,release_date,tagline,overview,keywords,genres,runtime,budget,revenue,return,return_type,popularity,vote_average,vote_count,production_countries,original_language,spoken_languages,production_companies,Action,Adventure,Fantasy,Science Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,Foreign,TV Movie
3583,3583,Our Idiot Brother,2011-08-26,Everybody has one,"Everybody has the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother Ned, an erstwhile organic farmer whose willingness to rely on the honesty of mankind is a less-than-optimum strategy for a tidy, trouble-free existence. Ned may be utterly lacking in common sense, but he is their brother and so, after his girlfriend dumps him and boots him off the farm, his sisters once again come to his rescue. As Liz, Miranda and Natalie each take a turn at housing Ned, their brother's unfailing commitment to honesty creates more than a few messes in their comfortable routines. But as each of their lives begins to unravel, Ned's family comes to realize that maybe, in believing and trusting the people around him, Ned isn't such an idiot after all.","['brother sister relationship', 'sister sister relationship', 'family clan', 'idealist', 'duringcreditsstinger']","['Comedy', 'Drama']",90.0,10.0,17.274,1.7274,success,15.688439,5.9,365,['United States of America'],en,['English'],"['The Weinstein Company', 'Likely Story', 'Big Beach Films', 'Yuk Films']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3584,3584,Race,2016-02-19,The incredible true story of gold medal champion Jesse Owens,"Based on the incredible true story of Jesse Owens, the legendary athletic superstar whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy. Starring Stephan James, Jason Sudeikis, Jeremy Irons, Carice Van Houten and William Hurt - Race is an enthralling film about courage, determination, tolerance, and friendship, and an inspiring drama about one man's fight to become an Olympic legend.","['olympic games', 'biography', 'sport', 'historical figure', 'nazi germany', 'racism', 'african american', 'track and field']","['Action', 'Drama']",134.0,5.0,24.804,4.9608,success,22.9951,7.1,478,"['Canada', 'Germany']",en,['English'],"['Forecast Pictures', 'Solofilms', 'JoBro Productions & Film Finance', 'Trinity Race']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3586,3586,"As Above, So Below",2014-08-14,The only way out is down.,"When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.","['paris', 'treasure', 'catacombs', 'scientist', 'singing in a car', 'archaeologist', 'loss of friend', 'subjective camera', 'found footage', 'thick accent', 'female archeologist', 'burning car', ""philosopher's stone"", 'french accent', 'rapping in a car']","['Horror', 'Thriller']",93.0,5.0,40.1,8.02,success,26.510558000000003,6.1,766,['United States of America'],en,['English'],"['Universal Pictures', 'Legendary Pictures', 'Brothers Dowdle Productions']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3589,3589,Still Alice,2014-12-05,,"Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested.","['mother', 'professor', 'illness']",['Drama'],99.0,5.0,43.885,8.777,success,35.307577,7.5,1104,['United States of America'],en,['English'],"['Killer Films', 'Big Indie Pictures', 'Backup Media', 'BSM Studio']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3590,3590,The Egyptian,1954-08-25,"To Nefer, shameless temptress of Babylon, he surrendered his parents' hope of immortality!","In eighteenth-dynasty Egypt, Sinuhe, a poor orphan, becomes a brilliant physician and with his friend Horemheb is appointed to the service of the new Pharoah. Sinuhe's personal triumphs and tragedies are played against the larger canvas of the turbulent events of the 18th dynasty. As Sinuhe is drawn into court intrigues he learns the answers to the questions he has sought since his birth.",['egypt'],"['History', 'Drama']",139.0,5.0,15.0,3.0,success,4.079111,6.0,11,['United States of America'],en,"['ελληνικά', 'English']",['Twentieth Century Fox Film Corporation'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3591,3591,Nighthawks,1981-03-17,A terrorist holds New York in a grip of fear - and only Stallone can take him on.,An international terrorist has New York in a grip of panic and it's up to Det. Sgt. Deke DaSilva to take him down.,[],"['Action', 'Crime', 'Thriller']",99.0,5.0,19.905,3.9810000000000003,success,7.0588679999999995,6.4,86,['United States of America'],en,"['English', 'Français']","['Universal Pictures', 'Martin Poll Productions', 'The Production Company']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3592,3592,Friday the 13th Part VIII: Jason Takes Manhattan,1989-07-28,The Big Apple's in BIG trouble!,"The Big Apple's in big trouble, as indestructible psycho-fiend Jason Vorhees hits the road to New York City. After a shocking return from beyond the grave, the diabolical Jason ships out abroad a teen-filled ""love boat"" bound for New York, which he soon transforms into the ultimate voyage of the damned. Then one of his terrified victims escapes into the nightmarish maze of Manhattan's subways and sewers, only to confront Jason one final time.","['new york', 'boat', 'mask', 'psychopath', 'high school', 'sewerage', 'times square', 'serial killer', 'teenager', 'jason vorhees']","['Horror', 'Thriller']",100.0,5.0,14.0,2.8,success,12.904615,4.8,191,['United States of America'],en,['English'],"['Paramount Pictures', 'Sean S. Cunningham Films', 'Horror Inc.']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3593,3593,My Big Fat Greek Wedding,2002-02-22,Love is here to stay... so is her family.,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,"['usa', 'parents kids relationship', 'greece', 'culture clash', 'midlife crisis', 'restaurant', 'bad mother-in-law', 'mother-in-law', 'parents-in-law', 'son-in-law', 'father-in-law', 'patriarch', 'bad father-in-law', 'greek', 'wedding', 'family', 'xenophobia']","['Comedy', 'Drama', 'Romance']",95.0,5.0,368.744,73.7488,massive success,18.115566,6.2,671,"['Canada', 'United States of America']",en,"['ελληνικά', 'English']","['Home Box Office (HBO)', 'Playtone', 'Gold Circle Films', 'Ontario Film Development Corporation', 'MPH Entertainment Productions']",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3594,3594,Spring Breakers,2013-01-24,A little sun can bring out your dark side.,"After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda.","['female nudity', 'sex', 'florida', 'drug dealer', 'nudity', 'female friendship', 'party', 'art house', 'drug', 'spring break', 'young adult']","['Drama', 'Crime']",94.0,5.0,31.724,6.3448,success,62.554173,5.0,1551,"['France', 'United States of America']",en,['English'],"['RabbitBandini Productions', 'Division Films', 'Pop Films', 'Radar Pictures', 'Muse Productions', 'MJZ', ""O' Salvation"", 'Iconoclast']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3595,3595,Halloween: The Curse of Michael Myers,1995-09-29,Haddonfield is ready to celebrate Halloween.... so is Michael Myers!,"Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again.","['mass murder', 'nudity', 'halloween', 'attempt to escape', 'cult', 'psychopath', 'escape agent', 'murder', 'escape', 'slasher', 'doctor', 'niece', 'death', 'evil', 'michael myers', 'psychiatric', 'murder hunt', 'halloween night']","['Horror', 'Thriller']",88.0,5.0,15.117,3.0234,success,9.483717,5.0,170,['United States of America'],en,['English'],['Miramax Films'],0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3596,3596,Y Tu Mamá También,2001-06-08,Life has its ways of teaching. Life has its ways to confuse us. Life has its ways to move us. Life has its ways to amaze. Life has its ways to hurt us. Life has its ways to heal. Life has its ways to inspire.,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.","['mexico', 'sex', 'beach', 'group sex', 'male friendship', 'road trip', 'coming of age', 'teenager', 'lgbt', 'new mexican cinema']","['Drama', 'Romance']",106.0,5.0,33.617,6.7234,success,16.890285000000002,7.3,315,['Mexico'],es,['Español'],"['Bésame Mucho Pictures', 'Producciones Anhelo', 'The Criterion Collection']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3597,3597,Shaun of the Dead,2004-04-09,A romantic comedy. With zombies.,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.","['record collection', 'flower', 'cheese', 'pub', 'surrey', 'romantic comedy', 'zombie', 'english', 'tv show in film', 'cricket bat', 'broken bottle', 'survival horror', 'british pub', 'english pub', ""you've got red on you""]","['Horror', 'Comedy']",99.0,4.0,30.039,7.50975,success,49.12486,7.5,2420,"['United Kingdom', 'United States of America', 'France']",en,['English'],"['Universal Pictures', 'Big Talk Productions', 'StudioCanal', 'Film4', 'Working Title Films', 'WT2 Productions', 'De Wolfe Music', 'Inside Track 2']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3599,3599,Lone Star,1996-06-21,John Sayles invites you to return to the scene of the crime.,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.","['sheriff', 'family secrets', 'neo-western', 'dark secrets']","['Drama', 'Mystery', 'Romance']",135.0,5.0,13.27,2.654,success,5.9601489999999995,6.9,77,['United States of America'],en,"['English', 'Español']","['Castle Rock Entertainment', 'Columbia Pictures Corporation', 'Rio Dulce']",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3600,3600,Halloween 4: The Return of Michael Myers,1988-10-21,Horror has returned to Haddonfield.,"The legend of that creepy masked-man, Michael Myers, comes to life once again in this fourth installment of the successful horror franchise. This time, it's Michael's niece, Jamie, who can't seem to escape her crazy uncle. With Michael on the loose, Jamie enlists the help of good old Dr. Loomis to stop the murderer. This time, though, there seems to be no end to Michael's madness.","['sheriff', 'scissors', 'ambulance', 'halloween', 'twist', 'knife', 'sequel', 'murder', 'serial killer', 'masked killer', 'blood', 'niece', 'evil', 'michael myers', 'october']","['Horror', 'Thriller']",88.0,5.0,17.769,3.5538,success,9.302349000000001,5.9,209,['United States of America'],en,['English'],['Dimension Films'],0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3603,3603,Lone Wolf McQuade,1983-04-14,The 'Mad Dog' Criminal...The 'Lone Wolf' Lawman...The Ultimate Showdown.,"The archetypical renegade Texas Ranger wages war against a drug kingpin with automatic weapons, his wits and martial arts after a gun battle leaves his partner dead. All of this inevitably culminates a martial arts showdown between the drug lord and the ranger, and involving the woman they both love.","['martial arts', 'kung fu', 'texas', 'fbi', 'wheelchair', 'texas ranger', 'weapon', 'gun battle', 'drug', 'father daughter relationship', 'killing a dog']","['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Western']",107.0,5.0,12.233,2.4466,success,8.452666,5.5,67,['United States of America'],en,"['English', 'Español']","['1818', 'Lone Wolf McQuade Associates', 'Topkick Productions']",1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
3604,3604,Apollo 18,2011-07-20,There's a reason we've never gone back to the moon.,"Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies it's authenticity, others say it's the real reason we've never gone back to the moon.","['moon', 'nasa', 'infection', 'barbecue', 'moon landing', 'hammer', 'alien', 'mockumentary', 'astronaut', 'alien infection', 'found footage']","['Horror', 'Thriller', 'Science Fiction']",86.0,5.0,25.563,5.1126,success,17.028252,5.0,356,"['Canada', 'United States of America']",en,"['Český', 'English']","['Bazelevs Production', 'Dimension Films', 'Bekmambetov Projects Ltd.']",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3605,3605,Sunshine Cleaning,2008-01-18,life's a messy business.,A single mother and her slacker sister find an unexpected way to turn their lives around in the off-beat dramatic comedy. In order to raise the tuition to send her young son to private school the mom starts an unusual business – a biohazard removal/crime scene clean-up service.,"['suicide', 'single parent', 'sister sister relationship', 'cleaning lady', 'new mexico', 'teamwork', 'family business ', 'crime scene', 'woman director']","['Comedy', 'Drama']",102.0,5.0,16.174,3.2348,success,19.336367000000003,6.5,255,['United States of America'],en,"['English', 'Español']","['Back Lot Pictures', 'Overture Films', 'Big Beach Films']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3606,3606,No Escape,2015-08-26,No rescue. No refuge.,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.","['hotel', 'revolution', 'race against time', 'engineer', 'coup', 'survival', 'rebellion', 'execution', 'american', 'family', 'american abroad', 'u.s. embassy', 'foreign']","['Action', 'Thriller']",103.0,5.0,54.419,10.883799999999999,massive success,38.006982,6.7,777,['United States of America'],en,"['Français', 'English', 'ภาษาไทย']","['Bold Films', 'Living Films', 'Brothers Dowdle Productions']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3608,3608,Solomon and Sheba,1959-12-25,Only once in 3000 years...anything like...,"Under the rule of King David, Israel is united and prosperous although surrounded by enemies including Egypt and its allies. The aging King David favors his younger son, Solomon, as his successor, but David's  elder son Prince Adonijah, a warrior, declares himself King. When David learns of this, he publicly announces Solomon to be his successor. Adonijah and Joab, his general, withdraw in rage. Israel prospers under King Solomon's wise and benevolent rule and is seen as a threat to more tyrannical monarchs in the region. The Pharaoh of Egypt agrees to cede a Red Sea port to the Queen of Sheba in a plot to undermine Solomon's rule. Sheba is to seduce Solomon and introduce Sheban pagan worship into Jerusalem. Meanwhile, Prince Adonijah, now banished, also conspires with Pharaoh and is given an army to defeat Solomon. The film is a highly fictionalized dramatization of events depicted in The Bible -- First Kings chapter 10 and Second Chronicles chapter 9.","['israel', 'egypt', 'religion and supernatural', 'epic']","['Drama', 'History', 'Romance', 'War']",139.0,5.0,12.2,2.44,success,0.835617,5.4,8,['United States of America'],en,['English'],['Edward Small Productions'],0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
3609,3609,Fifty Shades of Black,2016-01-28,Way shadier than gray.,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,"['sex', 'black', 'parody', 'spoof', 'millionaire']","['Romance', 'Comedy']",92.0,20.0,21.165,1.05825,success,14.947588,4.3,331,['United States of America'],en,['English'],['Open Road Films (II)'],0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3615,3615,The Barbarian Invasions,2003-05-21,"A provocative new comedy about sex, friendship, and all other things that invade our lives.","In this belated sequel to 'The Decline of the American Empire', 50-something Montreal college professor, Remy, learns that he is dying of liver cancer. He decides to make amends meet to his friends and family before he dies. He first tries to made peace with his ex-wife Louise, who asks their estranged son Sebastian, a successful businessman living in London, to come home. Sebastian makes the impossible happen, using his contacts and disrupting the entire Canadian system in every way possible to help his father fight his terminal illness to the bitter end, while he also tries to reunite his former friends, Pierre, Alain, Dominique, Diane, and Claude to see their old friend before he passes on.","['father son relationship', 'socialism', 'yuppie', 'professor', 'dying and death', 'cancer', 'money', 'university', 'illness', 'dying', 'family conflict', 'friend']","['Comedy', 'Crime', 'Drama']",99.0,8.0,3.432,0.429,failure,3.03091,6.7,77,"['Canada', 'France']",fr,"['English', 'Français']","['Pyramide Productions', 'Cinémaginaire Inc.', 'Téléfilm Canada', 'The Harold Greenberg Fund', 'Astral Films', 'Canal+', 'Société Radio-Canada', 'Société de Développement des Entreprises Culturelles (SODEC)', 'Centre National de la Cinématographie (CNC)']",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3618,3618,Force 10 from Navarone,1978-11-01,,"Mallory and Miller are back. The survivors of Navarone are sent on a mission along with a unit called Force 10, which is led by Colonel Barnsby. But Force 10 has a mission of their own which the boys know nothing about.","['gun', 'traitor', 'nazis', 'bridge', 'major', 'colonel', 'blood', 'sergeant', 'battle', 'partisan', 'woman', 'task force', 'keith mallory']","['Action', 'Adventure', 'War', 'Thriller']",118.0,5.0,7.23,1.4460000000000002,success,5.348446,6.4,91,['United Kingdom'],en,"['English', 'Español']",['Columbia Pictures Corporation'],1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3622,3622,Once Upon a Time in the West,1968-12-21,There were three men in her life. One to take her... one to love her... and one to kill her.,This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.,"['showdown', 'bounty', 'bounty hunter', 'loss of brother', 'sadness', 'blackmail', 'harmonica', 'anti hero', 'auction', 'dying and death', 'peasant', 'insanity', 'spaghetti western']",['Western'],175.0,5.0,5.322,1.0644,success,49.333137,8.1,1128,"['Italy', 'Spain', 'United States of America']",it,['English'],"['Paramount Pictures', 'Rafran Cinematografica', 'Finanzia San Marco']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3623,3623,Made,2001-07-13,Welcome to disorganized crime.,Two aspiring boxers lifelong friends get involved in a money-laundering scheme through a low-level organized crime group.,[],"['Action', 'Comedy', 'Thriller']",94.0,5.0,5.476,1.0952,success,4.149628,6.3,55,['United States of America'],en,['English'],['Artisan Entertainment'],1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3624,3624,Moon,2009-06-12,The last place you'd ever expect to find yourself.,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.","['moon', 'artificial intelligence', 'clone', 'isolation', 'future', 'dystopia', 'space', 'cloning', 'moon base']","['Science Fiction', 'Drama']",97.0,5.0,9.76,1.952,success,46.114184,7.6,1794,['United Kingdom'],en,"['Español', 'English']","['Liberty Films UK', 'Lunar Industries', 'Xingu Films', 'Limelight Fund']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3626,3626,Sea Rex 3D: Journey to a Prehistoric World,2010-05-14,The T-Rex of the Seas come alive.,"Through the power of IMAX 3D, experience a wondrous adventure from the dinosaur age. Join Julie, an imaginative young woman, in a unique voyage through time and space. Explore an amazing underwater universe inhabited by larger-than-life creatures which were ruling the seas before dinosaurs conquered the earth. See science come alive in an entertaining manner and get ready for a face-to-face encounter with the T-Rex of the seas!","['prehistoric', 'dinosaur', 'imax', 'underwater scene', '3d', 'short']",['Documentary'],41.0,5.0,4.074,0.8148,failure,4.498368,5.9,11,"['France', 'United Kingdom']",en,['English'],"['N3D Land Productions', 'Mantello Brothers Productions']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3627,3627,The Sweet Hereafter,1997-05-14,There is no such thing as the simple truth.,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.","['canada', 'suffering', 'village', 'paralysis', 'independent film', 'lawyer', 'school bus', 'vehicular accident']",['Drama'],112.0,5.0,3.264,0.6527999999999999,failure,7.6731240000000005,6.8,103,['Canada'],en,"['English', 'Español']","['Fine Line Features', 'Alliance Communications']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3628,3628,Of Gods and Men,2010-05-18,"In the face of terror, their greatest weapon was faith...","French drama based on the 1996 kidnapping and killing of seven monks in Algeria. A group of Trappist monks reside in the monastery of Tibhirine in Algeria, where they live in harmony with the largely muslim population. When a bloody conflict between Algeria's army and Muslim Jihadi insurgents disrupts the peace, they are forced to consider fleeing the monastery and deserting the villagers they have ministered to. In the face of deadly violence the monks wrestle with their faith and their convictions, eventually deciding to stay and help their neighbours keep the army and the insurgents at bay.","['monk', 'sunrise', 'medicine', 'hostage', 'evacuation', 'koran', 'protection', 'french', 'community', 'peace', 'faith', 'based on true story', 'religion', 'terrorism']","['Drama', 'History']",120.0,4.0,41.424,10.356,massive success,4.992475,6.5,91,['France'],fr,"['العربية', 'Français']","['Why Not Productions', 'Armada Films', 'France Télévision', 'Cinémage 4', 'Cofinova 6', 'Soficinéma 6']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3629,3629,Bottle Shock,2008-08-06,"Based on a true story of love, victory, and fermentation","Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley, the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself, he sets about getting the booze back to Paris.","['wine garden', 'wine', 'winzer']","['Comedy', 'Drama']",110.0,5.0,4.041,0.8082,failure,6.174435,6.6,60,['United States of America'],en,"['Français', 'English', 'Deutsch']","['Zininsa Film Production', 'Intellectual Properties Worldwide']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3631,3631,Heavenly Creatures,1994-09-02,From a secret world no one could see... came a crime no one could believe.,"Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.","['mother', 'sex', 'secret', 'obsession', 'literature', 'nudity', 'fantasy', 'passion', 'love', 'friends', 'murder', 'independent film', 'lesbian', 'true', 'relationship']","['Drama', 'Fantasy']",99.0,5.0,3.049,0.6098,failure,8.753409,7.0,294,['New Zealand'],en,['English'],"['WingNut Films', 'Miramax Films', 'New Zealand Film Commission', 'Fontana Productions']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3632,3632,90 Minutes in Heaven,2015-09-11,Hope lives,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.","['hospital', 'church']",['Drama'],121.0,5.0,4.843,0.9686,failure,3.9437059999999997,5.4,40,['United States of America'],en,"['English', 'Português']","['Emmett/Furla Films', 'Giving Films']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3633,3633,Everything Must Go,2010-10-15,Lost is a good place to find yourself,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.","['alcohol', 'arizona', 'beer', 'playboy', 'independent film', 'salesman', 'pregnant', 'repo man']","['Comedy', 'Drama', 'Romance']",97.0,5.0,2.615,0.523,failure,9.169411,6.0,208,['United States of America'],en,['English'],"['Birdsong Pictures', 'IM Global']",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3634,3634,Zero Effect,1998-01-30,The world's most private detective.,"Daryl Zero is a private investigator. Along with his assistant, Steve Arlo he solves impossible crimes and puzzles. Though a master investigator, when he is not working, Zero doesn't know what to do with himself. He has no social skills, writes bad music, and drives Arlo crazy. In his latest case, Zero must find out who is blackmailing a rich executive, and when his client won't tell him, why.","['detective', 'blackmail', 'independent film']","['Comedy', 'Crime', 'Mystery', 'Thriller']",116.0,5.0,1.98,0.396,failure,2.732031,6.0,55,['United States of America'],en,['English'],"['Castle Rock Entertainment', 'Columbia Pictures Corporation', 'Manifest Film Company']",0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
3635,3635,The Machinist,2004-02-09,A little guilt goes a long way...,"The Machinist is the story of Trevor Reznik, a lathe-operator who is dying of insomnia. In a machine shop, occupational hazards are bad enough under normal circumstances; yet for Trevor the risks are compounded by fatigue. Trevor has lost the ability to sleep. This is no ordinary insomnia...","['factory', 'insomnia', 'post it', 'machinist', 'cleaning bathroom tile', 'osha', 'taunting', 'manhole', 'one armed man', 'torment', 'department of motor vehicles', ""mother's day"", 'losing weight', 'old photograph', 'dostoevsky']","['Thriller', 'Drama']",101.0,5.0,8.203,1.6405999999999998,success,35.252056,7.3,1247,"['United States of America', 'Spain']",en,['English'],"['Filmax Entertainment', 'Castelao Producciones', 'Canal+ España', 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'ICF']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3637,3637,Kill the Messenger,2014-10-09,Can you keep a national secret?,A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.,['biography'],"['Thriller', 'Crime', 'Drama', 'Mystery']",112.0,5.0,2.451,0.4902,failure,21.343093,6.6,355,['United States of America'],en,['English'],"['The Combine', 'Bluegrass Films']",0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3638,3638,Rabbit Hole,2010-12-16,The only way out is through.,Life for a happy couple is turned upside down after their young son dies in an accident.,"['loss of son', 'trauma', 'toy', 'marriage', 'grief', 'memory', 'crying', 'parking lot', 'therapy', 'car seat']",['Drama'],91.0,5.0,5.129,1.0257999999999998,success,10.095184,6.9,165,['United States of America'],en,['English'],['Olympus Pictures'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3639,3639,Party Monster,2003-09-05,'Til death do they party...,"The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.","['new york', 'hotel', 'based on novel', 'birthday', 'bath', 'nightclub', 'donut', 'hallucination', 'costume', 'injection', 'death of a friend', 'arrest', 'police', 'party', 'friends', 'independent film', 'man man relationship', 'money', 'drug']","['Comedy', 'Drama', 'Crime']",98.0,5.0,0.743,0.1486,failure,4.129165,5.9,58,"['Netherlands', 'United States of America']",en,['English'],['ContentFilm'],0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3640,3640,Green Room,2016-04-15,One way in. No way out.,A young punk rock band find themselves trapped in a secluded venue after stumbling upon a horrific act of violence.,"['skinhead', 'heroin', 'music', 'cover-up', 'murder', 'suspense', 'gore', 'duct tape', 'swastika', 'pitbull', 'witness to murder', 'meat cleaver', 'bitten in the neck', 'neo nazi', 'punk band', 'fire extinguisher', 'mumblegore', 'killer dog', 'mauling', 'box cutter', 'feedback', 'mic stand']","['Horror', 'Crime', 'Thriller']",95.0,5.0,3.22,0.644,failure,30.001023999999997,6.7,683,['United States of America'],en,['English'],"['Film Science', 'Broad Green Pictures']",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3642,3642,Atlas Shrugged Part III: Who is John Galt?,2014-09-12,Who is John Galt?,"Approaching collapse, the nation's economy is quickly eroding. As crime and fear take over the countryside, the government continues to exert its brutal force against the nation's most productive who are mysteriously vanishing - leaving behind a wake of despair. One man has the answer. One woman stands in his way. Some will stop at nothing to control him. Others will stop at nothing to save him. He swore by his life. They swore to find him.","['trilogy', 'ayn rand']","['Drama', 'Science Fiction', 'Mystery']",99.0,5.0,0.847,0.1694,failure,1.7310349999999999,3.9,15,['United States of America'],en,['English'],['Atlas 3 Productions'],0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
